sentences,emotion
she subsequently attended the genetic counselling clinic and was very anxious about the situation,fear
my friend is very anxious about your welfare,fear
gary s expression became even more anxious,fear
the oracle clearly becomes very anxious about this and demands to know their business,fear
he had taken an interest in the growing baby and had become anxious about jane s health and safety the way expectant fathers were supposed to,fear
far from experiencing simple gratitude such children will most likely feel terribly torn and anxious when faced with their foster parents   offer of affection,fear
she was still feeling a little anxious when she thought of all she would have to do before she could get to bed that night,fear
it seems that anxious people condition most easily and it is thought that irrational fears are established in this way,fear
they seemed anxious and hesitant about leaving as if uncertain of which direction to take,fear
he turned and saw the waiter bearing down on him with an anxious look on his face,fear
jim could nonetheless tell by his anxious face that something was wrong,fear
stephen spielberg says anxious parents should view it first,fear
a helpline has been set up for anxious parents,fear
one of the four ads is for insurance another for sherwood s and the other two draw the attention of anxious patients to a particular service offered by local solicitors,fear
anxious people become acutely sensitized to their bodies noticing minor bodily changes upon which they focus,fear
unfortunately anxious and stressed people become acutely sensitive to such fluctuations making them worse by their own concern,fear
rose was excessively clinging in her behaviour and anxious when clive was either late as he often was or away on an extended business trip,fear
we were confused and anxious when we were not understood,fear
they were a little anxious about the flight over the timor sea as their compass had been 10 awry on the outward journey though it was correct at melbourne,fear
many beef farmers in my constituency of monmouth are deeply anxious about the impact of the macsharry proposals,fear
she is in a lot of pain and is extremely anxious about her condition,fear
president truman and his advisers were anxious over sino soviet relations and wondered whether american forces could take the port of dairen and thus prevent the soviet union from occupying the liaotung peninsula of south manchuria,fear
the message was clear as members of gloucestershire county council turned up to todays budget meeting with protestors anxious over the scale of impending cuts urging councillors to think again before wielding the axe,fear
modigliani was plagued and anxious because of the difficulty of finding models and when one had been found he waited in a state of tension for fear of being let down,fear
now mr rifkind has written to the bsc chairman sir robert scholey asking for further assurances after meeting anxious union leaders,fear
a patient in an anxious state is more likely to bump into or trip over objects shaking or tense hands are more likely to drop things spill things and so on,fear
it all started early this morning when a rather anxious mum called in at the office,fear
tero followed them at a distance watching her new friend with sorrowful anxious eyes,fear
she was particularly concerned when shortly before her wedding day she discovered that prince charles planned to give his friend a bracelet inscribed with their nicknames fred and gladys,fear
i became concerned when i saw my husband becoming a different person,fear
jose the refuge guardian was concerned when jeremy did not return to elola on the evening of sunday october 21 -- he had left his camping gear behind in the hut,fear
everyone is terribly concerned at the moment we had thought that the security at st helier was tighter than in most other hospitals,fear
maria s 3.5 years parents were concerned because of her severe headbanging at home,fear
elaine s voice was concerned but deep inside she hoped he would not decide to go to the party,fear
hank was thoroughly disquieted,fear
blanche was disquieted but not sure why,fear
feeling thoroughly disquieted she left her room in a rush,fear
in washington there was understanding but just as much disquiet about british defence policy,fear
we shall find reason for disquiet about this argument,fear
nevertheless even among non abolitionists and across most of the political spectrum there has been grave disquiet about the state of the prisons,fear
but the stuc also voiced disquiet about the way last monday s picketing was handled by police and said it had secured a pledge that policing would now be even handed,fear
despite the disquiet at the club this year mr stringer still appears more relaxed and more in control than he did when he first took charge in that winter of 1987,fear
there was widespread disquiet in the media and elsewhere,fear
polanski had received notices of similar disquiet over his films,fear
there may be cases where there is parliamentary disquiet over a ministerial proposal and then the minister has a change of mind,fear
his comments are a major diplomatic gaffe as the crc has supported the region in its disquiet over the cre s decision to begin an investigation,fear
nevertheless the commission s disquiet has not prevented it from agreeing the designation,fear
apparently the rld was not aware of the details of the vanguard accident at that time but the subsequent publication of the report on the accident should have reinforced their disquiet,fear
she voiced her disquiet and ana laughed,fear
listening to parents in the playground and at more formal events such as parents   evenings should alert staff to early stages of parental disquiet,fear
that was still the kind of work that i wanted to do and if i thought very much a comprehensive schools it was in a spirit of mild disquiet,fear
my heart was thumping with disquiet,fear
i have received no representations on that matter and i am not aware of any disquiet among the groups that the hon gentleman described,fear
the department of health is aware of the disquiet among dentists,fear
his comments are a major diplomatic gaffe as the crc has supported the region in its disquiet over the cre s decision to begin an investigation,fear
however does the right hon gentleman recognise that profound disquiet has been expressed about some of the proposals in the bill particularly the fast track ones,fear
this last may be a source of considerable disquiet and one might not at first see how such obviously immoral content could be defended as part of a system of morality,fear
but her symbolic stance emerges at a time when there is considerable disquiet over the imaging of children,fear
li shai tung looked across at him smiling but behind the smile -- beyond it in some darker less accessible place -- lay a deep disquiet,fear
there was public disquiet questions in the commons and an enquiry ordered into jeffrey s whereabouts,fear
costly experiments on the teeth of live dogs or primates not to mention the public disquiet about such animal testing might be avoided and delays reduced,fear
there was considerable public disquiet anyway but now that bugger parkhurst has panicked the entire country we are going to have to lie very low,fear
also some disquiet surrounds the production of second generation vaccines using genetically engineered microbes to make fragments of viruses,fear
impressed just this side of awe as i am by the department of transport and its fearless tackling of such problems as juggernaut lorries and eec regulations i must nevertheless confess some disquiet about a recent plan,fear
accountants inevitably greeted the court s finding with some disquiet,fear
the princess of wales has once more caused disquiet among fashion commentators by sticking to her own rules,fear
but there is no doubt that some of these ideas are causing great disquiet among branch management and staff,fear
some of his actions in particular the unexpected introduction of a constitutional amendment allowing for an elected vice president and the subsequent appointment of moudud ahmed to that post caused some disquiet among party members,fear
if there is continuing disquiet about the way an industry is being run members can express their disquiet by questioning the fitness of the persons appointed by the government to run it,fear
in his meeting with bush zal reportedly sought to express his disquiet about a bill passing through the us congress aimed at marking the 75th anniversary of the armenian genocide of 1915 23,fear
in 1989 he began libel proceedings in the uk against the singapore government after the privy council had expressed deep disquiet over his treatment by the government see p. 37574,fear
startled and by now more than a little frightened patrick headed for foyles hoping to lose his followers in the bookshop s maze of nooks and corners,fear
deep down i get more and more frightened,fear
i am really frightened,fear
the ambassador dithered so benjamin stormed out grasped a frightened servant and made him take us to where clinton was sitting with the lady francesca in a small bower built against the chateau wall,fear
d.h. and no criticism of the drugs or medical regime because they are too frightened,fear
i do not very often feel frightened but then i do not often put myself in that vulnerable position,fear
it will be very loud and you might get frightened,fear
he was more frightened than he had been in all the time he had been with them and he could tell that the girl was frightened too by her quick shallow breathing,fear
they caught a suspicious individual one evening and turned him over to the police but he turned out to be a frightened bilberry picker who had lost his way,fear
i used to stutter a lot in those days i was a very frightened boy,fear
he was very frightened now,fear
those poor little girls must be frightened out of their minds,fear
someone must have buried them when they were too frightened to hand them in to the police station,fear
mr kinnock says the prime minister is too frightened to debate the issue,fear
slowly he corners the frightened younger boy talks reassuringly as he kisses and caresses him,fear
as the frightened boy bolted to gooseneck s side there was a scream from fishbane s corner where an unwary pole had reaped the consequences of turning her back to view the drama,fear
without another word bert rafferty gently picked up the frightened child and made towards the cliff,fear
they looked like a crowd of frightened children,fear
he says that childine must survive because it has proved itself a lifeline for thousands of frightened lonely and distressed children,fear
the impact had caused it to buck like a frightened horse,fear
i saw the frightened horses on the edge of a steep drop,fear
in one room a frightened man bared his back which was a mass of scabs and bruises,fear
ten cold frightened men climbed out of their trench and listened to the young officer in cynical silence,fear
or was it just fear that paralysed her like a frightened rabbit,fear
the young woman just stared back like a frightened rabbit,fear
they are frightened to death,fear
the poor frightened girl packed her things and ran out saying she was going to reno for a divorce,fear
she started like a frightened cat and looked up at him wide eyed,fear
her ladyship looked frightened shocked,fear
some of the house servants were missing and everybody looked frightened,fear
she sounded frightened a little distraught,fear
she would felt quite frightened and had not accepted the invitation,fear
the first week i was at the school i attempted to climb a tree and was reproved by a horrified prefect,fear
then she was silent staring at him with horrified eyes,fear
his glance slid over to them taking in the horrified katarina surrounded by malicious looking women,fear
he had thus been forced to hide his ignorance which ill became a bohemian poet when the trial burst upon a horrified society,fear
mr mcwhinney 55 of drumhark road comber died instantly when his single engined pulsar plunged to the ground in front of horrified spectators,fear
at which point according to my informant everyone looked absolutely horrified and said oh no prime minister,fear
with a little grimace she turned to stare with rather horrified fascination at the dark oil paintings that lined the walls,fear
raising her eyes she stared in rather horrified fascination at the opening door,fear
do not look so horrified,fear
when i asked if they could make me an identical one trimmed with black fur and beading instead they were horrified but they agreed in the end,fear
a cold draught of air was coming from the kitchen and i found the back door to be wide open -- and then my horrified glance fell upon aunt louise,fear
charles was horrified conscious that his brother was now disqualified as a man of god from leading an invasion and as a celibate from having a legitimate heir,fear
if i mention our separate sleeping arrangements to friends they are horrified,fear
there was one other horrified observer of the scene,fear
the parents are horrified and i am totally disgusted,fear
when he saw her horrified expression however he stopped being a doctor and became quite fatherly instead,fear
he gave one swift look at her horrified expression before continuing,fear
he looked at the children at nick s horrified face and then at auntie lou,fear
barely registering gwen s horrified face she turned and whirled out crashing the back door against the wall so hard that the echoes seemed to follow her fleeing figure,fear
one horrified look told him that daisy had already sunk to her pasterns,fear
lily shot a quick horrified look up and down the road,fear
the despairing faithless gaping horrified wife looked down at her lover and knew that he was dead,fear
she shot him a horrified look,fear
one itemised phone bill to bedworth s horrified mother ran to 34 pages of listed calls the jury heard,fear
his horrified mother made a public appeal for the return of the ring given to her by husband alfed 18-years ago,fear
it was just like rambo   said one of the scores of horrified students who fled from the university after the massacre,fear
the passengers looked horrified,fear
the doctor looked horrified,fear
aggie looked horrified as she caught sight of the horse dung on his hobnailed boots,fear
daisy leaned forward at once horrified and fascinated,fear
the horror in her voice was almost ludicrous and briant raised his eyebrows slightly,fear
with horror in her eyes the nurse stated that the young girl had tearfully told the physician the events that had led to her tragic situation,fear
even as he spoke she saw the dawning horror in his eyes,fear
imagine the horror on my beloved s face when he discovered i had in fact flung in the rubbish his much prized and read collection of guitarist magazines,fear
melanie was shocked to see the horror on her aunt s face,fear
charlotte looked at ursula and saw a frozen expression of horror on her face,fear
rather than match china s firmness it can be confidently predicted the hong kong authorities will follow past form cease muttering about their shock and horror over tiananmen and return to bland assurances that the negotiations with peking about a post-1997 basic law for hong kong are going well,fear
but the blank horror over khmer rouge atrocities between 1975 and 1978 has created a blind spot about its strength in cambodia and the growing likelihood that it will return to power either on its own or with the other cambodian opposition factions,fear
tug had just one glimpse of the girl s horror as her mouth and her eyes opened wide,fear
you can imagine my horror,fear
then she remembered his horror when he would said do not tell me you are a virgin and her heart closed in on itself like a wounded animal,fear
ray shepherd s voice was quiet and he ignored his son s mounting horror,fear
meanwhile crowe who had been watching the carnage unfold from the other end with increasing horror unfurled some strokes of class in an attempt to ease the situation,fear
some of us contemplate this prospect with horror,fear
she gazed at ruth and her face seemed to fill up with horror,fear
did you have a good day at the office she asked hearing herself with horror,fear
eyewitnesses told of the horror as shrapnel rained down on shoppers from two devices placed in cast litter bins less than ten yards apart,fear
aston villa are having a great run but they hold no particular horrors for the norwich players,fear
constant recounting of this tale embroidered it further describing the woman s horror as the head missing the basket gripped her apron and held on with its teeth,fear
this return to the sources discovers either that such primitive celebrations are entirely divorced from modern sexuality or that they always concealed a deathly horror,fear
for swift there is a connection between cosmetics and prostitution the carefully assembled exterior often conceals both physical horror and moral contamination,fear
a few months later gough whitlam brought the australian army home but it is said that for those who experienced the horrors each one left a little piece of themselves out in viet,fear
i wanted to express my fear and my horror,fear
he paused before stepping out onto the roof a look of horror on his face,fear
he saw the look of horror on my face,fear
the idea of their having a say in the running of a club appears to make officials recoil with horror,fear
i have climbed it from all sides every time making new discoveries finding new surprises and delights and let me confess secret places from which i have recoiled in horror,fear
ashley recoiled in horror,fear
we had not gone very far when we met up with another lancaster returning from a cook s tour and to my horror the two aircraft then flew wing tip to wing tip all the way home,fear
yanto realised to his horror he was now the nearest man to the exit bar,fear
to shiona s absolute horror jake had blamed her,fear
people waiting for trains watched in horror as the violence spread towards the festi hall,fear
rex watched in horror as the black claw tore bill s left arm from its socket and flung it far up the street,fear
i felt less nervous in the play off against faldo than i have here,fear
quite a few of my classmates had done their speeches and i was getting really nervous as the day for my turn drew closer and closer,fear
i seem to be more nervous in that way than i once was,fear
the girls exchanged nervous glances thinking that it must be miss hardbroom come to reprimand them for being out of bed,fear
there was a nervous laugh at this topical sally provided by the zola trial,fear
the silence that followed was finally broken by a nervous laugh from one of the men at arms,fear
the boy gave a nervous smile jean paul gestured to the waiter,fear
roberts looked nervous but kept a fixed smile,fear
flaps are described in detail for the many pilots who do not fully understand how to make the best use of them and who may be nervous about their first flights in a flapped machine,fear
i was also under no illusion that some backbenchers on our side were nervous about the policy,fear
he was naturally sometimes nervous in the face of my beauty and at other times needlessly pleased with himself,fear
nothing happened -- not that she would really thought anything would -- although there was a nervous tingle in her fingers,fear
exhausted and nervous councillors disappear into small cabals,fear
she tried to sleep but she was desperately nervous about tomorrow,fear
not so much a merciful touch more likely a measure to prevent suddenly terror stricken passengers from attempting to escape into the crowd,fear
the girl was glued to the spot terror struck pop eyed quivering knowing for certain that the day of judgment had come for her at last,fear
if this happened they would be terror stricken,fear
two fierce eyes glared at the terror stricken sailors,fear
leo demanded as he wrenched back to stare down into her almost terror stricken face,fear
a city s terror stricken minicab drivers are threatening to quit their jobs in fear after the murder of a young cabbie,fear
i am not particularly worried if players do not score but you just can not stroll around,fear
they simply could not understand why people in england were so worried,fear
rose stood looking down at her a worried expression in her eyes,fear
this leads to highly agitated motions and correspondingly high temperatures,fear
his two thumbs rotated about one another as they always did when he was agitated and looking for a way to strike,fear
she was agitated there were a few tears,fear
little maureen was agitated but she made a nice speech,fear
when we came to tell you that the service was postponed you were in a very agitated state -- but then it was difficult to persuade you to leave off playing,fear
when a police sergeant revisited mr thompson he was still clearly the worse for drink and was in an agitated state,fear
he was becoming agitated,fear
the priest became agitated,fear
the spaniard was becoming agitated again wondering whether he had already gone too far,fear
she was getting agitated,fear
do not get agitated,fear
he paced about for some time looking agitated,fear
rachel and her mother looked agitated,fear
country and western is suitable for calming an agitated animal,fear
it emerged that in conscious and especially in excited or agitated patients the drug produced a remarkable state of inactivity or indifference,fear
annabel said in an agitated voice i feel as if my mind is whirling madly like a hurricane,fear
just before we were to go upstairs to be photographed an agitated nigel lawson came up to me saying that he wanted a word,fear
trance like he drove down the edgware road responding to the multitudinous traffic lights with mechanical movements while the agitated eleanor continued to lash his unreceptive ear with a never ending stream of abuse,fear
the boss sounded agitated when i spoke to him over the phone,fear
at portsmouth lily lee creatively amplifies a passage from machiavelli s the prince inscribing a chilling statement in a bold agitated hand,fear
an agitated old lady addressed ramsey severely and asked why he did not go back to his own country and do good there instead of stirring up trouble in the united states,fear
more usually it left him ashamed and angry despite his wife s kind words of consolation and ashi herself in an agitated state of dissatisfaction and unhappiness,fear
he seemed agitated restlessly pacing about looking out into the crowds then drawing back into the shelter of the arcade,fear
nevertheless maeve s sharp eyes had missed nothing her husband looked exhausted troubled and now she felt agitated,fear
suddenly a wave of tiredness swept through her and she closed her eyes for a moment during which the girl remained quiet but visibly agitated and eager to be getting on with her work,fear
behind the front door hovered a small and wiry man who appeared greatly agitated and whose polished bald head was flushed and sweating profusely in spite of the cold,fear
perhaps the mural makes it new so shamelessly bright upon the wall like something spilt and the restless assortment of weekend patrons who watch the stage with agitated and expectant eyes,fear
what a contrast with the rattled and untrustworthy gamblers at number 10 and number 11 downing street,fear
dear god he said beginning to get rattled,fear
you could not simply ignore the fact that he had sentenced you to death but it was important to let him know that you were not rattled,fear
there is a clear lesson there for a beleagured john major and a rattled tory government,fear
while grant was wakening the kids he discovered to his dismay that most of the cubicles held four occupants sleeping in bunk beds,fear
the first important truth for voters in such spirits is that in their dismay about recent economic and political errors they are forgetting the immense tory achievements which preceded them and are now at risk again,fear
there was dismay in belgrade,fear
equally inevitably there was outrage and dismay in india,fear
the italian writer primo levi died on 11 april 1987 to the dismay of his readers,fear
to the dismay of the south africans umpire cumberbatch merely signalled a leg side wide,fear
ian fleming s superhero first appeared in issue 4 of zzap much to the dismay of the reviewing team,fear
the estonians require a language test before full civil rights are granted to the dismay of their russian speaking population,fear
typically gould s infrequent letters home detailed only his ornithological exploits much to the dismay of the household who were desperate to hear news of a more personal nature,fear
seeing the look of dismay on her mother s face tamar continued you will not be telling a lie,fear
the bank had made no secret of their dismay over virgin s venture into airlines,fear
journalists were asked by the manager to attend a midday conference at celtic park in the expectation that brady would be commenting on his dismay over anonymous directorial criticism of the team s progress,fear
he listened soberly and with growing dismay to what the young bank officer from jeddah had to say and scanned the computer printouts across his desk with a practised eye,fear
edward concealed his dismay,fear
in the thirtieth minute gary weaving scored what looked like a perfectly good goal only for the linesman to rule it out for offside to everyone s dismay,fear
it is stuck she cried in dismay,fear
anyone could have typed that message and his initial she realised with dismay,fear
she jumped up frowning in dismay,fear
gascoigne is the first englishman to fill the role since bobby charlton a man whose absence from a team sheet spread dismay among team mates and supporters alike,fear
please do not let the dismay of the pro ford lobby colour your judgement in future road tests,fear
there was dismay on her face now,fear
to the dismay of german suppliers mr lopez is also eager to share this advice with foreign competitors,fear
i watched with dismay as they hit the floor and bounced to eight dusty oblivions,fear
in this he resembled bonamy dobre at leeds who reacted with the utmost dismay when his pet student robin skelton announced his engagement to a fellow student,fear
perhaps it was something in the dowager duchess s voice that caused it but joan to her own dismay burst into tears,fear
i read with dismay the remark attributed to the central scotland water development board in your report today that water required powerful law otherwise the water authorities would never get anything done,fear
he predicted deep dismay in hong kong deepened only by the statement of the official opposition,fear
she wrote thank you for your letter dated 9th october 1991 which i have read with great dismay,fear
effortlessly his knee slid to part her legs but when she threw him a look of utter dismay he paused,fear
the commercial ethic meant some deterioration in standards while the cutbacks in the overseas news department one of the glories of bush house caused much dismay in the public communications world,fear
this caused a good deal of consternation and dismay in westminster,fear
and it was equally insistent that a policy of retreat would cause dismay in washington thereby diminishing britain s ability to exert influence over american policy,fear
floyd patterson has expressed dismay over the current treatment,fear
edouard looked at him and felt a sickening dismay,fear
when tina and the children moved into the school cecilia felt both dismay and guilty relief,fear
but he felt dismay and sorrow for so many people in our country who do not share this personal good fortune,fear
they stared at one another in dismay the sad small wickedness of their friends and neighbours strewn around their minds like dirty confetti from a party long past,fear
cleo stared at the contents with dismay,fear
melissa stared at her friend in dismay,fear
successive state elections have seen the governing parties pummelled by a dismayed electorate,fear
vincent was irritated but not dismayed,fear
kendall hume turned back to face the dismayed couple,fear
i am dismayed but not surprised,fear
i am really ashamed of the matter and therefore return to you the bond cancelled,shame
the mortified referee ordered the game to end but then was persuaded to leave while one of the linesmen took over a spectator taking the linesman s place,shame
celia was mortified yet to her horror she wanted to scream,shame
the kids were mortified but i thought it was a real hoot,shame
the mortified referee ordered the game to end but then was persuaded to leave while one of the linesmen took over a spectator taking the linesman s place,shame
i was mortified because we did not appear at the presentation ceremony and i did not receive a medal as a memento of the occasion,shame
the kids were mortified but i thought it was a real hoot,shame
they failed to do so said sherrin and michael fretted and fumed and explained that his immense following of fans would be mortified and he would be shamed,shame
i felt mortified but cushioned by the drink,shame
meredith escaped through the door he held open and walked quickly home feeling both discomfited and dissatisfied,shame
when i glanced back as i opened the gate they were standing still in a discomfited little group they had not meant i suppose to hurt the child,shame
joseph hung back walking slowly as the others moved on again and his mother noticing his discomfited expression waited for him at the side of the track,shame
bishop did not seem discomfited,shame
ace s eyes were full of mocking laughter as they took in the discomfited expression on the journalist s face,shame
the headmaster stood at the front of the class with jim looking rather embarrassed and announced,shame
as a friend of linde s i was rather embarrassed however when i was later sent his paper by a scientific journal and asked whether it was suitable for publication,shame
for a moment rob looked rather embarrassed,shame
when i did eventually tell her she was really embarrassed and tried telling me that i was making it up,shame
she was really embarrassed,shame
when i came across it the other day i was slightly embarrassed,shame
now you are mocking me vologsky murmured with a slightly embarrassed smile,shame
eight out of 10 agreed it was ok for girls to carry condoms but half said they would be too embarrassed to buy them,shame
it was less that i was too proud more that i was too embarrassed,shame
doubtless in later years she would be glad of that but for now she was too embarrassed to care,shame
they were very polite but also very embarrassed,shame
the civil servants watched with barely concealed glee as the ruling party became embarrassed when the north koreans demanded compensation not only for japan s colonial rule but also for all the years since,shame
you become embarrassed when people compliment you oh it was nothing really,shame
as she gazed at it she became embarrassed,shame
as koons shows the photos to me during an interview in his greenwich village apartment i feel embarrassed for him,shame
strip searching made me feel terrible -- i was dead embarrassed,shame
and then my friends   boyfriends on an evening out they used to just have a go at him and i would feel really embarrassed,shame
now she was getting increasingly embarrassed as mattie sat waiting for oneill,shame
in every sense of course including the biblical he added in a penetrating whisper clearly audible to his embarrassed family,shame
they might have been in the private wing put away by their guilty and embarrassed families,shame
milton took pity on his embarrassed friend,shame
oh for god s sake jack said with an embarrassed laugh,shame
she gave an embarrassed smile and looked down at her hands,shame
my father had been embarrassed when my mother or i had wept at the time of his leaving,shame
i was quite embarrassed when we did it two years ago,shame
he was embarrassed about the nature of his illness and reluctant to discuss his bowel function with anyone especially young women,shame
i was a bit embarrassed about that,shame
but the council s so embarrassed about that one that they are just leaving them to put it right as quietly as they can,shame
i am embarrassed for blade,shame
several of the men though none of the women made embarrassed noises of dissent,shame
i know what you mean madam said rose gravely enjoying himself immensely at the sight of auguste s embarrassed face,shame
i was so embarrassed said dave 38,shame
jasper reddened and pressed his lip together and farraline looked embarrassed,shame
mum was so embarrassed,shame
a lot of the time you just shoot because you are caught up in something then you see it published and you are a bit embarrassed because in your heart you know what it was,shame
flt lt marshall was extremely embarrassed and always avoided my eye whenever he came into the met office after that,shame
the bearers looked embarrassed and tried to get her to go,shame
i have seen him as grimes many times and never without a sense of embarrassment that this finely sensitive singer should have been asked to adopt a vicious role alien to him,shame
his embarrassment about self disclosure gives the impression belied by his other books that he knew nothing of the mystery that grace works by means of human weakness not by side stepping it,shame
many solicitors never overcome their own embarrassment about the amount that they charge though few go on to lower their fees,shame
it is inconceivable i agree responded howard waving a well manicured hand his plump face pink with embarrassment at the directness of newman,shame
jenna s face flushed with embarrassment at the way the girl watched in amused surprise,shame
what is this playing infant games still he demanded and was gratified to see the flush of embarrassment in tristram s cheek,shame
i could tell from the blank embarrassment in tom s expression that she had not acknowledged him,shame
if there is not quite an embarrassment of riches there is enough to make the small investor blush at the choice,shame
on this occasion satygraha involved imprisonment of thousands of indians much to the embarrassment of the union government of south africa,shame
such old people may have little embarrassment with each other about bodily functions perhaps less than some husbands and wives because they were the stuff of taken for granted childhood,shame
he grinned unrepentantly watching her deep blush of embarrassment with apparent fascination,shame
by resorting to a money lender it became more difficult to conceal their embarrassment -- than if they had merely run up bills with retailers,shame
the manager who seeks to increase the nurse s embarrassment or difficulties is of little help,shame
often she would say something foolish immediately regret it then to cover her embarrassment say something worse,shame
you will not be alone with him maggie he is got a sister and in any case mitch will be there richie muttered red with embarrassment,shame
caswell shuffled in obvious embarrassment,shame
she is just dying of embarrassment,shame
we finally realised that we could avoid even that embarrassment by giving ourselves breathing space,shame
they will always try to avoid any embarrassment but will use their judgement on whether or not to make payment,shame
one episode ends with the proud man broken humiliated and in tears,shame
modigliani felt the pain of these visits more than any of them and was horrified to see his old friend in dingy and sinister surroundings humiliated and frightened,shame
when liz came back there was raucous laughter and she felt humiliated,shame
he gets real humiliated and has to leave,shame
they aimed for higher status jobs and felt humiliated when they were unemployed,shame
he cursed his lack of self control he knew that the old biddies had seen it and he felt humiliated,shame
sometimes i ve thought i will never forget what happened   it all comes back and i feel guilty or   or dirty or humiliated and bitter,shame
graham taylor will defy the fury of a humiliated nation and risk his entire reputation on an england miracle in the next five months,shame
